id,keyword
477,ANODIC-DISSOLUTION; STEEL; IRON; INHIBITION; MECHANISM; ALLOY; AL
478,CYCLOADDITION REACTIONS; DENSITY
479,THERMODYNAMIC PROPERTIES; ADSORPTION-ISOTHERMS; TEMPERATURE; PRODUCTS; LEAVES; GRAIN
480,HEAVY-METAL IONS; ACTIVATED CARBON; AQUEOUS-SOLUTION; REMOVAL; DYES; EFFLUENT
481,ULTRAFILTRATION; PHYTOTOXICITY; WASTEWATERS; OIL
482,PHYTOCHEMICAL COMPOSITION; HYDROLYZABLE TANNINS
483,CRYSTAL-STRUCTURE; PALLADIUM(II) COMPLEXES; RUTHENIUM; OXIDATION; CATALYSTS; OXIDASE
484,BIOLOGICAL-PROPERTIES
485,REACTIVE AZO-DYE; AQUEOUS-SOLUTION; PHOTOCATALYTIC DEGRADATION; ELECTROCHEMICAL TREATMENT; ACID; DECOLORIZATION; REMOVAL; WASTEWATERS; UV; ADSORPTION
486,COPPER; TIN; DEZINCIFICATION; ALLOYS
487,ENVIRONMENTAL SYSTEMS; POTENTIAL SENSOR; ADSORPTION; FULLERENES; MOLECULES; BN; DECOMPOSITION; DFT; ALN
488,AQUEOUS-SOLUTION; BASIC-DYES; ADSORPTION; EQUILIBRIUM; ISOTHERM; KINETICS; SORPTION; LEAVES
489,ESTER SYNTHESIS; OPTIMIZATION; SYSTEM
490,IMPLEMENTATION; CHALLENGES; SAFETY
491,MECHANICAL-PROPERTIES; WATER-ABSORPTION; BIODEGRADABILITY
492,ADSORPTION
493,SUPPORTED ORGANOMETALLIC COMPLEXES; DIAMINE(ETHER-PHOSPHINE)RUTHENIUM(II) COMPLEXES; CRYSTAL-STRUCTURE; HYDROGENATION
494,FTIR; CONDUCTIVITY; DISSOLUTION; IRON; HCL
495,DEEP EUTECTIC SOLVENTS; ENERGY; TRANSPORT; BEHAVIOR; DENSITY; CARBON; MEDIA
496,HEAVY-METAL ADSORPTION; ACTIVATED CARBON; COBALT(II) IONS; REMOVAL; EQUILIBRIUM; BAGASSE
497,PHARMACEUTICALS; SCALE
498,TRANSESTERIFICATION; OIL
499,MILD-STEEL; 1,3-DIPOLAR CYCLOADDITION; COMPUTATIONAL SIMULATION; MOLECULAR-STRUCTURE; ACID; ADSORPTION; COPPER; DERIVATIVES; REACTIVITY
500,ENTAMOEBA-HISTOLYTICA; DERIVATIVES; VALIDATION; INHIBITORS; MECHANISM; COMFA
501,HETEROJUNCTION SOLAR-CELLS; DONOR-ACCEPTOR COPOLYMERS; BAND-GAP COPOLYMERS; SMALL-MOLECULE; THEORETICAL CHARACTERIZATION; CHARGE-TRANSFER; RECOMBINATION DYNAMICS; CONJUGATED POLYMER; ELECTRON-TRANSFER; DESIGN
502,ANTIOXIDANT ACTIVITY
503,WASTE-WATER; STRUVITE RECOVERY; NITROGEN; REMOVAL; SECURITY; KINETICS
504,RECOGNITION
505,OLEA-EUROPAEA L.; OLIVE; TOCOPHEROLS; CULTIVAR; QUALITY
506,ODORANT RECEPTORS; ADP RECEPTOR; PROTEIN; DOCKING
507,SETTLING VELOCITY; SEDIMENTATION; MODEL
508,L. LEAF EXTRACT; NANOPARTICLES; NANOCOMPOSITE; BIOSYNTHESIS; REDUCTION; ACID
509,MILD-STEEL; CHEMISTRY; IRON; ELECTRONEGATIVITY; DERIVATIVES; EFFICIENCY; HARDNESS
510,PHENOLIC-COMPOUNDS; OXIDATIVE STABILITY; COMPONENTS; RIPENESS; STEROLS
511,SESQUITERPENE ACIDS; INULA-VISCOSA; LAGGERA-ALATA; CONSTITUENTS; DERIVATIVES
512,DYE; REMOVAL
513,AQUEOUS-SOLUTIONS; DRINKING-WATER; HEAVY-METAL; CADMIUM IONS; REMOVAL; FERRIHYDRITE; EQUILIBRIUM; BENTONITE; ARSENATE; CD(II)
514,DENSITY-FUNCTIONAL-APPROACH; FRONTIER-ELECTRON THEORY; DIELS-ALDER REACTIONS; CHEMICAL-REACTIVITY; QUANTITATIVE CHARACTERIZATION; ABSOLUTE ELECTRONEGATIVITY; POLAR CYCLOADDITION; ELECTROPHILICITY; SESQUITERPENES; PHILICITY
515,ELECTRIC-POTENTIAL OSCILLATIONS; ELECTROCHEMICAL POLYMERIZATION; VOLTAMMETRIC DETERMINATION; CAPILLARY-ELECTROPHORESIS; HETEROCYCLIC-COMPOUNDS; LIQUID-CHROMATOGRAPHY; MASS-SPECTROMETRY; CARBON ELECTRODE; GROWTH-PATTERNS; HUMAN PLASMA
516,ANTIOXIDANT ACTIVITY; FERMENTATION TIME; QUALITY
517,REMOVAL; COAGULATION; ISOTHERM
518,BEHAVIOR; DEGRADATION
519,GRAND-CANONICAL ENSEMBLE; MECHANICAL FORMULATION; DYE ADSORPTION; WATER-VAPOR; REMOVAL; ISOTHERMS; MODEL; CONSEQUENT; ENERGIES
520,OPEN-CIRCUIT VOLTAGE; OLIGOTHIOPHENES; THIOPHENE; LUMO
